,age,taille,poids,revenu_estime_mois,historique_credits,risque_personnel,score_credit,loyer_mensuel,montant_pret,manquants
3237,51,179.3,66.6,2410,2.5351401010565,0.2,526.0,5000.0,23669.91261172051,1
3239,18,172.8,71.5,1168,4.0,0.47,832.0,5231.748886883273,11781.43106227698,1
3241,39,176.0,60.7,1662,5.0,0.58,530.0,10000.0,500.0,0
3243,44,176.8,70.0,4548,2.5351401010565,0.97,811.0,5000.0,20029.244606164124,1
3244,36,169.8,58.0,1724,2.5351401010565,0.97,327.0,957.6,500.0,1
3246,20,177.8,56.0,957,2.5351401010565,0.47,495.0,874.67,5442.783312425752,1
3247,35,165.0,52.0,1536,1.0,0.05,479.0,10000.0,500.0,0
3250,43,181.5,87.1,2343,2.5351401010565,0.85,769.0,10000.0,500.0,1
3251,49,157.5,85.2,3034,0.0,0.63,829.0,5231.748886883273,500.0,1
3252,18,155.6,61.7,1128,5.0,0.95,486.0,5231.748886883273,12258.01788636839,1
3253,63,180.4,44.4,2371,2.5351401010565,0.41,585.0,763.62,500.0,1
3254,50,165.6,59.5,1457,1.0,0.51,434.0,5231.748886883273,22099.201417041128,1
3255,21,168.5,78.2,2471,2.5351401010565,0.77,301.0,5000.0,9001.48351434839,1
3260,53,164.6,72.7,1197,2.5351401010565,0.15,427.0,5000.0,500.0,1
3262,29,174.9,90.8,3889,3.0,0.73,699.0,10000.0,41307.68552501987,0
3263,51,185.8,94.8,2867,2.5351401010565,0.07,494.0,1033.79,19227.846904194503,1
3273,40,174.0,70.9,2005,5.0,0.64,742.0,5000.0,500.0,0
3274,70,186.9,52.4,2176,2.0,0.67,445.0,10000.0,26871.46115245716,0
3276,56,174.6,57.6,4942,3.0,0.89,414.0,5000.0,5971.974924548039,0
3279,60,149.7,80.3,2437,2.5351401010565,0.49,618.0,5000.0,7650.527493196964,1
3280,41,174.9,71.8,500,2.5351401010565,0.31,417.0,10000.0,11863.058148178232,1
3283,19,180.3,65.4,3074,4.0,0.01,421.0,5000.0,19050.504015493992,0
3287,72,194.1,61.0,1647,3.0,0.95,482.0,5231.748886883273,3799.1230025353793,1
3289,62,189.2,73.7,3309,2.5351401010565,0.86,661.0,10000.0,26850.24480320494,1
3290,21,162.4,67.7,1683,2.5351401010565,0.75,421.0,10000.0,500.0,1
3291,49,189.5,87.2,2785,1.0,0.29,309.0,715.92,500.0,0
3292,56,180.7,28.7,703,3.0,0.19,737.0,5231.748886883273,2421.2698654995147,1
3301,74,162.2,79.4,4043,2.5351401010565,0.99,506.0,5000.0,500.0,1
3302,24,164.4,45.8,1939,2.5351401010565,0.22,343.0,5000.0,500.0,1
3303,18,159.6,51.5,3310,2.5351401010565,0.34,654.0,630.77,36441.03331012171,1
3307,72,179.4,78.6,2647,4.0,0.76,424.0,5231.748886883273,10992.73363289324,1
3311,34,169.4,59.4,1652,4.0,0.73,591.0,314.66,17792.208627768796,0
3312,45,173.8,71.5,1425,2.5351401010565,0.61,514.0,5000.0,1552.9859268026923,1
3313,50,157.4,80.3,1733,3.0,0.56,815.0,5000.0,1824.358237042712,0
3314,50,153.8,73.1,4261,2.5351401010565,0.5,615.0,5000.0,21847.94074602034,1
3315,18,184.7,81.2,3791,1.0,0.05,434.0,918.55,23502.361137804044,0
3316,74,158.1,83.7,3924,4.0,0.71,544.0,5231.748886883273,33174.122243240105,1
3321,64,172.9,81.1,500,1.0,0.23,720.0,5231.748886883273,500.0,1
3324,58,173.8,53.6,3986,2.5351401010565,0.21,321.0,828.23,500.0,1
3328,65,176.9,82.9,2685,5.0,0.23,524.0,5000.0,4209.615710844418,0
3329,27,155.8,76.6,5381,2.5351401010565,0.63,357.0,1169.52,500.0,1
3330,33,173.2,65.8,3832,3.0,0.39,739.0,5000.0,13852.26813926438,0
3332,32,166.1,66.4,2145,2.5351401010565,0.44,736.0,5000.0,500.0,1
3340,62,181.8,70.8,2066,2.5351401010565,0.85,553.0,10000.0,1703.7836059881895,1
3342,75,175.4,78.9,3155,4.0,0.89,494.0,5000.0,5068.55488680419,0
3344,41,160.9,94.9,4459,3.0,0.25,848.0,5231.748886883273,17855.12858304438,1
3354,32,173.0,47.8,1678,2.5351401010565,0.38,784.0,1115.29,27365.05223297391,1
3355,23,172.1,53.0,2263,2.5351401010565,0.99,460.0,446.7,17294.685583928065,1
3357,50,178.1,48.4,2538,4.0,0.91,595.0,5231.748886883273,7226.282436674511,1
3360,55,180.7,53.1,529,2.5351401010565,0.22,635.0,5000.0,500.0,1
3361,56,187.3,57.2,1912,2.5351401010565,0.79,827.0,10000.0,23981.762092706467,1
3363,23,172.4,49.6,4249,2.5351401010565,0.3,621.0,10000.0,500.0,1
3370,42,186.3,62.9,500,3.0,0.86,464.0,5000.0,10585.54034985775,0
3376,68,178.1,47.0,5479,2.5351401010565,0.6,357.0,5000.0,17633.34610844176,1
3377,62,177.3,58.5,2499,0.0,0.67,523.0,5000.0,5712.803533510934,0
3378,63,166.9,60.1,500,3.0,0.16,805.0,-395.25,500.0,0
3379,67,177.0,80.3,3337,2.5351401010565,0.74,557.0,10000.0,500.0,1
3380,43,174.4,48.4,500,2.5351401010565,0.72,357.0,10000.0,3529.0029460491987,1
3383,64,169.6,54.1,500,0.0,0.06,393.0,5000.0,500.0,0
3384,39,165.5,65.0,3342,0.0,0.84,800.0,10000.0,24930.776777022755,0
3386,25,171.6,55.0,2301,2.5351401010565,0.61,747.0,10000.0,6479.223256645987,1
3387,74,181.3,57.4,729,5.0,0.18,790.0,10000.0,500.0,0
3389,39,166.2,49.9,1548,2.5351401010565,0.96,642.0,5000.0,9179.226564974446,1
3397,75,182.5,93.2,3830,3.0,0.1,392.0,1216.95,12000.236834574944,0
3398,34,156.0,74.0,1094,4.0,0.71,660.0,5231.748886883273,500.0,1
3405,60,168.1,85.9,1493,4.0,0.74,595.0,5231.748886883273,500.0,1
3409,35,164.9,86.0,4349,3.0,0.58,546.0,832.14,8355.994554984605,0
3412,36,179.1,70.1,3354,2.5351401010565,0.97,500.0,5000.0,500.0,1
3413,27,175.0,82.2,3920,5.0,0.77,646.0,569.49,16825.738431244456,0
3414,22,170.0,36.4,3698,2.5351401010565,0.49,831.0,5000.0,40433.70477333382,1
3418,28,164.2,83.5,2889,3.0,0.7,617.0,10000.0,28683.67234130844,0
3421,63,174.1,65.5,3742,5.0,0.1,769.0,5231.748886883273,500.0,1
3425,33,185.0,40.6,500,3.0,0.35,325.0,10000.0,500.0,0
3429,69,175.1,59.5,3052,0.0,0.62,614.0,5231.748886883273,19712.049442684707,1
3435,50,158.3,68.2,3268,0.0,0.51,618.0,10000.0,28253.996824537007,0
3436,73,167.9,64.5,3088,2.5351401010565,0.92,674.0,10000.0,500.0,1
3438,45,160.4,55.7,2966,1.0,0.2,536.0,5231.748886883273,20052.945153157478,1
3442,71,171.5,54.5,1629,1.0,0.34,392.0,628.71,30298.230009242645,0
3443,28,162.6,53.0,3630,2.5351401010565,0.24,326.0,1222.22,500.0,1
3446,21,181.6,70.0,859,0.0,0.13,631.0,491.09,500.0,0
3447,66,191.5,72.0,3363,3.0,0.53,330.0,5231.748886883273,500.0,1
3452,33,186.3,84.8,2648,2.5351401010565,0.3,495.0,747.15,500.0,1
3453,53,171.1,91.9,3289,2.0,0.56,344.0,5231.748886883273,500.0,1
3454,22,171.6,58.6,3539,2.5351401010565,0.41,793.0,669.42,18882.520099103647,1
3455,70,181.3,66.5,3275,2.5351401010565,0.09,537.0,10000.0,10657.009645755104,1
3457,33,166.6,67.9,2877,2.5351401010565,0.76,818.0,5000.0,13650.821335350236,1
3462,28,176.9,64.2,1707,2.5351401010565,0.33,552.0,10000.0,1544.9776299236685,1
3465,67,173.7,48.0,2904,2.5351401010565,0.06,783.0,5000.0,21818.014326057244,1
3466,67,162.5,32.6,2717,2.5351401010565,0.19,459.0,5000.0,7467.994594520458,1
3468,65,170.9,90.8,3427,2.5351401010565,0.91,659.0,1216.99,25463.90266401369,1
3469,19,173.7,66.0,2838,3.0,0.91,762.0,5000.0,500.0,0
3472,34,168.2,71.7,1867,3.0,0.73,568.0,5000.0,8486.497098353308,0
3473,72,164.7,91.1,2279,2.5351401010565,0.82,816.0,5000.0,500.0,1
3474,65,178.4,82.4,4562,2.5351401010565,0.66,582.0,10000.0,500.0,1
3475,70,159.1,91.2,3006,1.0,0.33,804.0,10000.0,27941.13820982148,0
3476,42,171.5,55.9,1281,4.0,0.99,528.0,10000.0,12270.147583219556,0
3481,72,152.1,71.1,3237,2.5351401010565,0.31,529.0,5000.0,16298.31314982622,1
3482,47,187.2,59.6,3136,1.0,0.0,638.0,5231.748886883273,500.0,1
3483,42,158.6,75.2,2316,1.0,0.44,731.0,5000.0,21988.910037533744,0
3484,66,185.8,94.6,2241,2.5351401010565,0.06,562.0,10000.0,500.0,1
3485,30,170.1,71.7,1729,1.0,0.84,334.0,10000.0,500.0,0
3486,40,169.2,84.4,2658,3.0,0.41,577.0,10000.0,500.0,0
3490,59,154.0,78.6,4005,2.5351401010565,0.18,459.0,5000.0,7114.005798241514,1
3493,41,159.9,41.5,1084,3.0,0.35,310.0,5000.0,500.0,0
3507,51,162.9,48.2,2422,5.0,0.66,419.0,5231.748886883273,23068.558582764505,1
3508,37,178.6,92.3,792,2.5351401010565,0.43,651.0,5000.0,12305.347632143375,1
3509,48,194.4,78.9,2563,2.5351401010565,0.61,832.0,938.16,26485.83199987709,1
3511,24,153.5,89.9,1502,5.0,0.26,316.0,5231.748886883273,500.0,1
3512,49,169.8,75.6,2812,2.5351401010565,0.61,624.0,642.16,500.0,1
3515,42,188.6,72.2,2316,2.5351401010565,0.88,346.0,10000.0,13339.739307496233,1
3519,20,168.4,60.7,500,0.0,0.14,598.0,10000.0,500.0,0
3520,68,157.7,55.3,2707,2.5351401010565,0.35,675.0,810.63,14932.80220106614,1
3521,35,158.5,93.4,2882,2.5351401010565,0.55,615.0,5000.0,18781.28222276457,1
3522,18,173.3,64.3,2613,2.5351401010565,0.54,601.0,5000.0,7759.622811825928,1
3523,57,167.1,74.2,2674,0.0,0.15,659.0,5231.748886883273,13269.792319268045,1
3524,26,153.0,71.4,2571,2.5351401010565,0.12,508.0,5000.0,8172.811371970936,1
3525,45,176.4,62.0,3522,5.0,0.7,787.0,10000.0,10780.142713309531,0
3529,74,163.9,66.2,500,2.5351401010565,0.98,575.0,720.14,500.0,1
3531,74,188.2,84.3,1916,5.0,0.72,649.0,5231.748886883273,6071.73298200115,1
3532,38,186.0,53.1,3689,2.5351401010565,0.11,540.0,10000.0,25014.71874021579,1
3534,68,168.3,74.8,2466,2.5351401010565,0.7,744.0,10000.0,500.0,1
3538,54,148.3,77.1,500,2.5351401010565,0.56,497.0,1053.24,500.0,1
3544,28,178.5,66.3,2314,1.0,0.39,506.0,10000.0,14530.970353683157,0
3545,47,166.3,72.8,1476,0.0,0.29,742.0,5231.748886883273,500.0,1
3546,30,168.5,77.7,775,4.0,0.55,503.0,5231.748886883273,500.0,1
3547,35,177.6,78.8,2734,0.0,0.11,706.0,5231.748886883273,15752.22101726954,1
3549,28,164.1,80.8,2375,4.0,0.23,667.0,10000.0,17119.72925128859,0
3550,27,188.6,83.5,4183,2.5351401010565,0.05,763.0,5000.0,3535.5230501697106,1
3551,63,173.2,78.9,3767,4.0,0.42,451.0,5000.0,29810.193601587755,0
3552,24,162.7,63.4,1249,0.0,0.43,402.0,10000.0,14867.362201326869,0
3554,73,164.2,65.5,1927,2.5351401010565,0.66,415.0,10000.0,500.0,1
3555,37,169.2,48.1,3742,3.0,0.84,624.0,1164.64,1233.3010347412635,0
3557,27,169.5,69.1,3261,2.5351401010565,0.17,317.0,1215.2,21868.74134627085,1
3559,55,164.1,76.4,5320,2.5351401010565,0.52,481.0,5000.0,500.0,1
3561,47,164.3,55.9,3364,2.5351401010565,0.51,709.0,146.07,500.0,1
3565,67,142.6,89.1,2857,3.0,0.95,678.0,10000.0,15176.916050975584,0
3568,38,168.4,72.0,1289,2.5351401010565,0.37,638.0,5000.0,7357.9373615358845,1
3573,66,187.4,66.7,1488,2.5351401010565,0.4,379.0,755.17,500.0,1
3576,22,171.1,73.1,2096,0.0,0.35,774.0,10000.0,26864.58986507314,0
3585,58,184.9,72.7,1605,5.0,0.12,714.0,742.18,500.0,0
3587,43,167.5,97.1,3173,2.0,0.07,559.0,5231.748886883273,17262.212234972925,1
3588,24,184.2,83.4,500,2.0,0.52,496.0,5000.0,26038.92114330799,0
3589,35,177.1,50.9,3031,2.5351401010565,0.42,472.0,10000.0,500.0,1
3591,20,163.7,74.1,3274,2.0,0.73,749.0,5000.0,13980.093217107547,0
3592,70,193.0,79.7,2254,2.5351401010565,0.75,352.0,1229.03,500.0,1
3593,24,169.8,80.5,2309,2.5351401010565,0.34,772.0,830.89,11581.7510235663,1
3594,65,164.2,71.1,978,1.0,0.47,595.0,5231.748886883273,500.0,1
3603,31,160.1,55.0,1445,5.0,0.24,468.0,10000.0,34252.00329841114,0
3608,53,178.3,61.7,2232,4.0,0.49,690.0,932.7,500.0,0
3609,54,173.0,53.3,3297,2.0,0.23,652.0,10000.0,19478.943506469543,0
3611,59,161.3,62.0,2044,0.0,0.77,572.0,5231.748886883273,500.0,1
3613,26,165.5,71.3,3284,1.0,0.9,620.0,5000.0,16602.055445792466,0
3619,59,173.3,76.2,1557,2.5351401010565,0.42,362.0,814.34,10047.604257119365,1
3622,49,170.6,48.5,1600,5.0,0.64,675.0,5000.0,500.0,0
3624,55,181.3,53.7,955,2.5351401010565,0.3,645.0,1132.83,500.0,1
3625,55,166.1,72.7,1638,3.0,0.16,669.0,5000.0,500.0,0
3627,61,159.8,78.8,2780,4.0,0.25,663.0,5231.748886883273,500.0,1
3630,26,169.8,82.4,1692,3.0,0.33,436.0,927.6,5970.84779637205,0
3633,45,163.2,59.3,2232,1.0,0.34,622.0,865.88,23352.207366568844,0
3635,27,177.7,74.2,2663,2.5351401010565,0.86,386.0,1110.71,8723.864261166678,1
3636,48,160.0,77.8,2220,2.5351401010565,0.27,560.0,5000.0,13445.83232313233,1
3646,36,175.7,86.1,2446,2.0,0.04,766.0,5000.0,21641.10650518213,0
3647,63,176.1,102.5,3921,2.0,0.01,526.0,5000.0,500.0,0
3648,51,172.0,46.0,1659,2.5351401010565,0.41,326.0,5000.0,2317.935732054312,1
3649,69,171.5,73.9,778,0.0,0.62,404.0,979.63,21599.637017454286,0
3650,74,185.4,95.2,2745,5.0,0.22,455.0,922.83,20002.17916099368,0
3652,24,166.1,58.4,2904,2.5351401010565,0.92,661.0,10000.0,14923.797057162468,1
3653,41,168.2,24.0,2270,3.0,0.44,449.0,5231.748886883273,17079.545756089352,1
3656,49,169.9,47.7,500,0.0,0.69,757.0,5000.0,2675.9226646653487,0
3660,38,159.7,87.3,3113,2.0,0.03,359.0,581.84,500.0,0
3663,33,158.5,45.8,862,2.5351401010565,0.43,831.0,10000.0,37556.64115689693,1
3665,72,184.8,76.7,2087,2.0,0.17,412.0,720.28,13414.548529381733,0
3670,56,152.2,50.0,2813,0.0,0.8,553.0,10000.0,25632.156820230677,0
3674,69,157.3,96.1,792,5.0,0.21,635.0,5000.0,500.0,0
3677,47,173.3,55.2,500,5.0,0.6,311.0,10000.0,500.0,0
3678,65,151.4,60.5,500,1.0,0.08,839.0,5231.748886883273,14789.689688353574,1
3680,42,172.2,74.5,1463,2.5351401010565,0.07,737.0,5000.0,4959.444064864302,1
3686,43,171.9,90.2,4211,0.0,0.27,359.0,478.9,16248.766888933858,0
3689,29,168.6,67.9,3574,4.0,0.92,788.0,5000.0,33586.81244943794,0
3692,24,167.1,65.5,3879,2.5351401010565,0.64,818.0,10000.0,33998.932853356455,1
3694,68,181.0,89.9,1796,2.5351401010565,0.49,619.0,5000.0,500.0,1
3695,32,159.0,55.0,3591,1.0,0.94,812.0,10000.0,35375.20131978268,0
3697,31,162.9,72.3,4847,2.0,0.92,542.0,10000.0,32198.60740194535,0
3699,70,189.8,45.8,1309,3.0,0.2,489.0,5000.0,6900.434675682772,0
3700,58,184.1,63.6,2512,2.5351401010565,0.01,435.0,5000.0,500.0,1
3701,66,172.4,103.9,567,2.5351401010565,0.9,763.0,5000.0,25974.088037267666,1
3703,35,170.6,54.1,4130,2.5351401010565,0.27,751.0,5000.0,18267.54778260437,1
3704,56,174.2,61.1,2050,5.0,0.19,635.0,480.81,7364.57002176669,0
3705,37,171.3,60.3,1695,2.5351401010565,0.01,615.0,10000.0,500.0,1
3707,69,155.5,68.1,4451,2.5351401010565,0.93,408.0,942.79,11810.895778488466,1
3708,50,181.1,82.4,1870,4.0,0.39,676.0,1015.63,500.0,0
3712,64,180.8,86.0,2146,5.0,0.41,446.0,1037.95,500.0,0
3714,37,145.6,78.6,1846,3.0,0.76,741.0,10000.0,12019.358708919715,0
3719,65,171.4,90.2,4002,5.0,0.92,530.0,5231.748886883273,20409.11655416444,1
3720,75,167.1,56.3,889,0.0,0.47,502.0,10000.0,500.0,0
3721,66,160.6,45.3,3205,2.5351401010565,0.44,753.0,10000.0,9779.483477509291,1
3723,27,152.5,41.1,3055,2.5351401010565,0.21,568.0,800.3,22197.111104225914,1
3724,37,172.6,78.3,2809,3.0,0.5,632.0,10000.0,18121.53086243116,0
3734,73,173.2,101.0,2529,1.0,0.11,432.0,5000.0,12054.05486441653,0
3735,29,166.0,51.1,3338,4.0,0.99,836.0,848.4,500.0,0
3737,20,159.4,65.5,5223,2.5351401010565,0.2,605.0,677.55,500.0,1
3740,43,167.9,74.3,2009,2.5351401010565,0.83,600.0,10000.0,9480.865967041478,1
3741,19,171.2,72.6,774,2.5351401010565,0.23,645.0,898.12,500.0,1
3745,57,175.7,88.8,2876,1.0,0.39,431.0,5231.748886883273,500.0,1
3748,35,164.8,108.9,4715,2.5351401010565,0.13,827.0,10000.0,24114.747586059173,1
3750,65,187.5,98.9,3561,2.0,0.09,468.0,5000.0,500.0,0
3752,36,172.9,46.1,2485,5.0,0.53,831.0,1298.35,500.0,0
3755,40,185.6,57.6,558,2.5351401010565,0.89,848.0,983.82,25005.307127382865,1
3756,71,187.4,56.1,2140,1.0,0.07,599.0,5000.0,8958.52320200968,0
3758,39,175.3,58.5,2652,3.0,0.25,397.0,10000.0,500.0,0
3760,61,184.6,91.3,2081,2.5351401010565,0.01,595.0,394.93,500.0,1
3761,30,173.6,69.6,2277,3.0,0.8,603.0,10000.0,5737.610699318262,0
3767,25,166.5,77.5,2097,2.0,0.28,594.0,915.29,1139.9449863909788,0
3769,22,157.6,120.7,5526,2.5351401010565,0.99,809.0,762.58,18198.85014235701,1
3771,22,176.1,77.4,1207,2.5351401010565,0.81,489.0,767.91,20142.19848162152,1
3779,39,159.8,59.3,2437,5.0,0.8,652.0,5231.748886883273,16429.946971017125,1
3780,46,173.5,62.4,4712,5.0,0.06,768.0,10000.0,11403.68582338456,0
3784,54,170.2,75.2,2326,2.5351401010565,0.09,639.0,10000.0,500.0,1
3785,70,168.8,75.6,3044,0.0,0.84,542.0,5231.748886883273,18972.927290133888,1
3789,26,156.9,64.7,3218,3.0,0.06,562.0,5231.748886883273,16358.857452707722,1
3792,67,174.0,60.0,2708,2.5351401010565,0.32,411.0,10000.0,500.0,1
3800,63,161.9,87.3,3179,3.0,0.67,318.0,5231.748886883273,7067.422058008338,1
3802,23,158.3,69.6,644,4.0,0.95,790.0,5000.0,16021.411190208952,0
3803,41,183.2,83.6,3640,2.5351401010565,0.05,785.0,10000.0,8751.402025980164,1
3806,31,168.7,64.4,566,3.0,0.3,702.0,5231.748886883273,26878.74400302243,1
3807,37,167.5,59.6,2443,3.0,0.25,434.0,10000.0,3030.702673915695,0
3811,39,175.5,69.0,2179,2.5351401010565,0.45,846.0,329.06,21808.23221735869,1
3812,59,159.2,42.6,2365,3.0,0.69,738.0,5000.0,5065.210559934032,0
3813,42,172.8,62.9,2278,2.5351401010565,0.67,791.0,5000.0,16219.40186070358,1
3814,57,180.3,48.3,3299,2.5351401010565,0.22,571.0,5000.0,500.0,1
3828,49,190.5,48.0,2388,2.5351401010565,0.85,567.0,10000.0,500.0,1
3829,59,173.2,55.0,1266,3.0,0.49,642.0,5000.0,500.0,0
3833,55,149.5,67.0,2929,1.0,0.52,619.0,5231.748886883273,30885.47645438049,1
3834,18,144.4,83.7,4764,2.5351401010565,0.56,463.0,5000.0,500.0,1
3837,26,163.6,61.1,1323,4.0,0.89,390.0,5231.748886883273,4930.466332636964,1
3839,62,171.4,76.3,1843,4.0,0.51,676.0,5231.748886883273,8707.168640722888,1
3840,42,158.0,77.7,2249,2.5351401010565,0.64,385.0,633.05,500.0,1
3843,52,161.5,76.3,1403,2.5351401010565,0.89,749.0,465.56,16446.49405765326,1
3848,25,142.1,41.7,1687,5.0,0.32,601.0,5000.0,16683.556746384907,0
3850,36,169.2,62.9,2008,0.0,0.84,508.0,5231.748886883273,500.0,1
3851,62,186.9,58.4,2111,2.5351401010565,0.42,784.0,712.09,500.0,1
3853,37,169.6,83.2,3520,1.0,0.22,377.0,689.85,25595.39468197834,0
3856,20,173.6,53.2,1445,2.5351401010565,0.42,432.0,5000.0,9987.740720498996,1
3859,20,176.4,73.7,1995,2.5351401010565,0.87,527.0,1123.72,18886.960810013643,1
3861,74,161.6,43.6,1531,0.0,0.82,671.0,5231.748886883273,500.0,1
3863,44,160.1,89.9,2597,2.5351401010565,0.78,400.0,5000.0,500.0,1
3867,34,187.2,51.4,3373,2.5351401010565,0.43,551.0,10000.0,500.0,1
3868,21,179.1,80.9,3429,2.5351401010565,0.31,547.0,10000.0,31791.06746533449,1
3869,28,163.8,47.4,2220,2.0,0.59,358.0,5231.748886883273,500.0,1
3872,56,179.2,94.5,3314,0.0,0.16,759.0,10000.0,12130.786139166505,0
3873,24,165.1,70.4,3806,2.5351401010565,0.03,472.0,648.89,26186.656233518115,1
3877,26,164.3,63.1,500,2.0,0.76,527.0,5000.0,500.0,0
3886,20,160.9,84.0,2163,2.5351401010565,0.85,615.0,5000.0,11100.837532743672,1
3890,44,188.4,93.1,1817,4.0,0.88,648.0,10000.0,500.0,0
3895,51,180.6,79.2,4558,4.0,0.54,819.0,5000.0,500.0,0
3897,25,185.1,87.4,4539,4.0,0.19,799.0,5231.748886883273,9997.444543866246,1
3901,19,163.9,52.5,2496,2.5351401010565,0.23,580.0,10000.0,500.0,1
3903,58,157.3,71.0,500,3.0,0.25,380.0,957.11,500.0,0
3905,73,175.1,68.2,2720,5.0,0.92,606.0,5231.748886883273,500.0,1
3910,50,158.2,59.5,1746,2.5351401010565,0.73,417.0,536.43,12787.827221050711,1
3912,38,170.6,91.3,4115,0.0,0.82,803.0,1110.19,30224.586972586945,0
3913,41,152.8,55.5,2520,2.5351401010565,0.31,570.0,204.58,8023.805899729418,1
3914,66,173.1,57.6,2366,3.0,0.53,437.0,5231.748886883273,8245.065969029329,1
3915,57,182.0,70.8,2960,2.0,0.7,351.0,5000.0,500.0,0
3917,51,191.1,58.0,3076,1.0,0.04,331.0,5000.0,500.0,0
3918,45,156.1,85.9,2243,2.0,0.99,624.0,10000.0,500.0,0
3920,71,150.4,81.0,3039,2.5351401010565,0.95,508.0,807.74,12942.002636374284,1
3922,51,170.1,61.4,3751,4.0,0.57,435.0,5000.0,15883.09356173979,0
3923,20,171.0,82.0,3539,2.5351401010565,0.6,594.0,-120.09,13553.093935184448,1
3924,42,166.5,51.5,3029,4.0,0.27,687.0,10000.0,500.0,0
3925,34,164.5,48.9,1501,2.5351401010565,0.18,320.0,5000.0,500.0,1
3935,61,180.1,54.9,1150,1.0,0.97,762.0,5000.0,500.0,0
3936,40,160.8,84.2,3761,3.0,0.85,428.0,5231.748886883273,500.0,1
3939,70,165.6,70.6,834,2.5351401010565,0.0,367.0,475.57,500.0,1
3941,73,165.7,48.0,2654,2.5351401010565,0.74,410.0,10000.0,3600.585476061331,1
3942,36,194.3,101.1,3428,2.5351401010565,0.03,779.0,10000.0,18353.32436716842,1
3946,62,179.6,84.6,3561,2.0,0.42,505.0,5231.748886883273,22274.63600805616,1
3948,45,167.0,58.7,3227,2.0,0.64,566.0,5000.0,9803.266574533667,0
3951,63,171.8,51.2,3390,0.0,0.88,786.0,5000.0,500.0,0
3953,29,161.0,78.1,2502,1.0,0.95,370.0,10000.0,500.0,0
3957,19,167.2,65.8,778,5.0,0.4,359.0,5231.748886883273,18430.630369728493,1
3960,45,172.8,67.2,3799,3.0,0.75,837.0,10000.0,21667.85688908333,0
3961,62,163.0,103.5,4627,2.5351401010565,0.23,675.0,431.52,17937.903801991575,1
3962,27,181.8,60.2,1916,2.5351401010565,0.04,536.0,5000.0,24263.117991679694,1
3963,72,155.7,36.6,1393,4.0,0.41,720.0,10000.0,500.0,0
3967,70,163.6,96.4,4717,1.0,0.77,712.0,5000.0,36491.30168202318,0
3969,40,170.9,83.2,1786,2.0,0.58,781.0,750.23,33590.41107407281,0
3970,30,170.2,68.9,2364,2.5351401010565,0.97,800.0,1093.18,20715.662775306064,1
3972,53,174.3,78.4,2340,2.0,0.03,685.0,127.75,19640.17710924294,0
3973,68,174.2,52.0,1840,2.5351401010565,0.52,420.0,10000.0,500.0,1
3975,37,181.3,61.5,3781,5.0,0.15,421.0,5000.0,29474.182994659684,0
3976,37,169.0,73.4,742,5.0,0.51,351.0,5000.0,1692.275747225483,0
3977,24,166.5,58.3,2611,0.0,0.28,771.0,5231.748886883273,13547.703862865275,1
3981,62,172.5,87.2,2380,0.0,0.21,833.0,5231.748886883273,9010.61036260234,1
3982,29,171.0,64.2,2457,2.0,0.96,754.0,5000.0,500.0,0
3988,18,167.1,42.4,1380,2.5351401010565,0.07,380.0,10000.0,16430.472285373657,1
3989,23,188.1,86.7,4597,0.0,0.07,542.0,5000.0,500.0,0
3990,52,144.5,47.6,2030,2.5351401010565,0.15,508.0,10000.0,23883.755984470303,1
3991,69,160.5,75.9,500,2.5351401010565,0.2,771.0,5000.0,23013.819116751045,1
3993,20,151.8,98.8,753,2.5351401010565,0.75,777.0,10000.0,500.0,1
3997,35,171.8,78.2,1983,2.5351401010565,0.86,775.0,5000.0,18074.408058237503,1
3998,22,179.7,54.0,3248,3.0,0.18,840.0,790.59,8431.655257618604,0
4001,52,165.8,65.9,1131,2.0,0.72,435.0,5000.0,500.0,0
4003,23,167.3,77.7,2571,2.0,0.23,554.0,5000.0,500.0,0
4005,65,168.7,85.3,2494,3.0,0.47,697.0,5000.0,33018.02808967818,0
4007,72,165.5,75.1,2269,5.0,0.74,799.0,5000.0,7417.632167603699,0
4010,27,179.8,65.4,2950,2.0,0.08,522.0,5000.0,500.0,0
4011,69,173.8,75.7,2018,5.0,0.32,346.0,5000.0,23161.028724077816,0
4013,23,169.9,61.6,1676,3.0,0.08,619.0,878.56,500.0,0
4015,61,160.7,44.3,3188,4.0,0.06,502.0,5000.0,12088.186102872389,0
4018,44,167.6,72.1,1389,2.5351401010565,0.16,826.0,10000.0,5220.020274681041,1
4031,61,170.0,75.2,1476,2.5351401010565,0.94,587.0,5000.0,500.0,1
4038,69,169.3,72.4,2799,4.0,0.7,631.0,270.91,22905.77257914317,0
4039,41,174.8,110.8,825,5.0,0.41,321.0,1242.74,12672.216802255927,0
4040,27,170.1,66.7,500,2.5351401010565,0.86,745.0,5000.0,500.0,1
4042,21,151.7,70.0,3014,5.0,0.85,627.0,5231.748886883273,10830.0146885118,1
4043,74,164.3,52.5,3649,2.5351401010565,0.6,586.0,989.85,6629.974298777318,1
4049,69,154.0,55.5,1999,2.5351401010565,0.35,652.0,5000.0,500.0,1
4050,52,164.3,79.8,4928,2.5351401010565,0.3,318.0,10000.0,500.0,1
4054,21,156.1,59.0,2198,4.0,0.2,454.0,5231.748886883273,3015.660853499904,1
4057,43,163.5,59.3,3468,2.5351401010565,0.94,330.0,5000.0,500.0,1
